# version=1
# source_sha256=d517169e57f1d6254682c03dec5c254b5101ccd787d191f639b0cac1e8a616c4
# destination_sha256=f5e133e8eca8eb1a02e21a7d1afbb44d082e384a38d39db58a694371fa583bbe
# rows=1280
source_address	destination_address	function_name	evidence	review_flags	similarity	confidence	association_votes	source_length	destination_length	source_callers	destination_callers	source_callees	destination_callees	correlator	audit_comment
0041e400	00411172	DoLocalFnE400	WC1-fuzzy-very-low		0.475	0.502	0	285	459	GetUiFn0A30@00410a30|GetTbl0059c3c0FnE520@0041e520	GetTbl0059c3c0FnE520@0041133d|shrink_vector@00419c10	MinShort@0041d0c0|MaxShort@0041d0e0	EmitTextString@0040f040|MaxShort@0040f072|MinShort@0046f3d0	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from DoLocalFnE400 @0041e400; structural=0.4752, composite=0.5019, graph=0/0, candidates=1
0041e520	0041133d	GetTbl0059c3c0FnE520	WC1-callgraph-propagated		1.0	2.3	0	290	699	ScanTbl0059d100Fn2820@00412820	ScanTbl0059d100Fn2820@0041c7ed	DoLocalFnE400@0041e400|alert_flag@00422110|set_special@00422d90|skill_check@004236b0	EmitTextString@0040f040|MaxShort@0040f072|FUN_00410289@00410289|DoLocalFnE400@00411172|alert_flag@004295a9|set_special@0042a664|check_for_lost_control@0042b15a|MinShort@0046f3d0	Manual Match	[WC1 transfer] WC1-callgraph-propagated from GetTbl0059c3c0FnE520 @0041e520; support=2 (out=2, in=0), margins=1/2, degree=5/9
0041e710	004117ac	celerate	WC1-callgraph-propagated		1.0	4.4	0	53	113	recalc_max_velocity@00418210|approach_speed@0041e750|accelerate@004218d0|control_speed@00434040	recalc_max_velocity@0040a481|approach_speed@0041181d|accelerate@0041740f|control_speed@0041ecef			Manual Match	[WC1 transfer] WC1-callgraph-propagated from celerate @0041e710; support=4 (out=0, in=4), margins=2/2, degree=4/4
0041e750	0041181d	approach_speed	WC1-fuzzy-low		0.529	0.711	0	99	140	ShipAiState35@00406200|Msit_n_spin@004065a0|approach_zero_speed@00422dd0|approach_min_speed@00422df0|approach_half_speed@00422e10|approach_cruise_speed@00422e50|approach_full_speed@00422e80|approach_ship_speed@00422ea0|control_speed@00434040|chase_location@004340f0|chase_speed@00434c70	control_speed@0041ecef|chase_location@0041edcc|approach_zero_speed@0042a6e8|approach_min_speed@0042a701|approach_half_speed@0042a71d|approach_cruise_speed@0042a754|approach_full_speed@0042a788|approach_ship_speed@0042a7af|chase_speed@00440571|Msit_n_spin@00440a93|object_collision@00445087	GetShipAccelerationRate@004182f0|DoLocalFn8540@00418540|celerate@0041e710|alert_flag@00422110|MultiplyFixed@00434d80	GetShipAccelerationRate@0040a5a0|DoLocalFn8540@0040a8eb|celerate@004117ac|alert_flag@004295a9|MultiplyFixed@004619e2|MinShort@0046f3d0	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 0041e750; structural=0.5294, composite=0.7111, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
0041e7c0	004118a9	steady_object	WC1-manual-verified				0							Manual Match	[WC1 transfer] Verified by preserved local function order and direct binary-comp candidate comparison. WC1 0x41E7C0 -> WC2 0x4118A9 (steady_object).
0041e7f0	004118f2	real_velocity	WC1-callgraph-propagated		0.875	8.1	0	34	48	make_shard@004010c0|manage_hazard@004019e0|update_hazards@00401b30|Mfish_hook@00406a50|imperial_formation@00409d60|fire@004202d0|pop_flack@00420920|normal_speed@00422220	fire@00414dc0|LoadMissionData@004156a7|make_shard@004176d2|manage_hazard@0041836e|update_hazards@004184f6|no_objectives_achieved@004296e2|Mfish_hook@004411e1|imperial_formation@00443095	FixedToShortSaturating@004184c0|Vector_magnitude@00434f20	FixedToShortSaturating@0040a81b|Vector_magnitude@00461c71	Manual Match	[WC1 transfer] WC1-callgraph-propagated from real_velocity @0041e7f0; support=7 (out=1, in=6), margins=6/5, degree=10/10
0041e820	00411922	fix_velocity	WC1-callgraph-propagated		0.667	2.2	0	49	61	set_speed@00403f10|arrive_from_warp@0042a950	set_speed@00422990|arrive_from_warp@00424aee	ScaleFixedVector@004186b0	dot_product@0040ab24	Manual Match	[WC1 transfer] WC1-callgraph-propagated from fix_velocity @0041e820; support=2 (out=0, in=2), margins=1/1, degree=3/3
0041e860	0041195f	SortViableTargetsByDistance	WC1-manual-verified		1.0	10.0	0	149	149	heat_seeking_missile_intelligence@0040b430|FF_missile_intelligence@0040b570|build_your_target_list@00416e90	heat_seeking_missile_intelligence@00445e68|FF_missile_intelligence@00446133|build_your_target_list@0043da68			Manual Match	[WC1 transfer] Manually verified by the identical target-distance sort and all three preserved callers; WC2 0x43CE8F is an unrelated selected-gun range predicate.
0041e900	00411a50	send_appropriate_message	WC1-fuzzy-followup		0.672	0.852	0	163	546	inflict_damage@0041e9b0	inflict_damage@00411c72	send_message@00417420|RandomBelowOrEqual@00434d50	send_message@0043e4a8|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-fuzzy-followup from send_appropriate_message @0041e900; structural=0.6718, composite=0.8518, graph=2/0, candidates=2
0041e9b0	00411c72	inflict_damage	WC1-callgraph-propagated		0.875	7.9	0	674	2476	object_collision@004130d0|explosion_shock_wave@0041fee0	explosion_shock_wave@00414025|ParseTests@0041d591	send_message@00417420|dot_product@004189e0|send_appropriate_message@0041e900|internal_damage@0041ee20|Create_ship_hit_debris@0041f700|explode@00420040|TriggerPlayerHitPaletteFlash@00427c80|PlaySfxWaveFileByNumber@0042ef30|RandomBelowOrEqual@00434d50	FUN_0040adc2@0040adc2|FUN_00410102@00410102|FUN_004102fd@004102fd|___sbh_release_region@00410352|send_appropriate_message@00411a50|internal_damage@004128a7|Create_ship_hit_debris@004136e2|explode@00414835|kilrathi_near@0043895f|send_message@0043e4a8|PlaySfxWaveFileByNumber@0045373b|RandomBelowOrEqual@004619a1|TriggerPlayerHitPaletteFlash@00465f3a	Manual Match	[WC1 transfer] WC1-callgraph-propagated from inflict_damage @0041e9b0; support=7 (out=7, in=0), margins=4/5, degree=11/15
0041ec60	0041262d	pilot_hit	WC1-fuzzy-low		0.511	0.701	0	125	221	internal_damage@0041ee20|your_internal_damage@0041f220	internal_damage@004128a7|your_internal_damage@00413099	set_special@00422d90|skill_check@004236b0|RandomBelowOrEqual@00434d50	set_special@0042a664|check_for_lost_control@0042b15a|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 0041ec60; structural=0.511, composite=0.701, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
0041ece0	0041270a	onboard_explosion	WC1-fuzzy-very-low		0.441	0.543	0	196	257	ScanTbl0059b560Fn2430@00412430|internal_damage@0041ee20|SoundTbl0059b560FnFCD0@0041fcd0	internal_damage@004128a7|SoundTbl0059b560FnFCD0@0041444c|ScanTbl0059b560Fn2430@0041bd81	AddFixedVectors@00418620|MakeRandomVectorFixed@00418780|find_vacant_3d_object@00419ba0|set_objects_data@0041e120	DoLocalFn8BB0@00401fdd|AddFixedVectors@0040aa6a|MakeRandomVectorFixed@0040ac24|find_vacant_3d_object@0040c266|set_objects_data@00410999	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from onboard_explosion @0041ece0; structural=0.4413, composite=0.5433, graph=1/0, candidates=1
0041edb0	0041280b	call_enemy	WC1-fuzzy-followup		0.626	0.736	0	98	156	internal_damage@0041ee20	internal_damage@004128a7	DoLocalFn4CD0@00434cd0	DoLocalFn4CD0@004618e0	Manual Match	[WC1 transfer] WC1-fuzzy-followup from call_enemy @0041edb0; structural=0.6262, composite=0.7362, graph=1/0, candidates=1
0041ee20	004128a7	internal_damage	WC1-fuzzy-followup		0.513	0.9	0	849	1577	inflict_damage@0041e9b0	inflict_damage@00411c72	send_message@00417420|drain_fuel@00418280|damage_ion_drive@004182b0|MinShort@0041d0c0|MaxShort@0041d0e0|remove_weapon@0041e040|pilot_hit@0041ec60|onboard_explosion@0041ece0|call_enemy@0041edb0|your_internal_damage@0041f220|explode@00420040|any_enemy@00423070|RandomInRange@00434d20|RandomBelowOrEqual@00434d50	SetHudMessageSlot@0040a51d|rnd_aim@0040a556|EmitTextString@0040f040|MaxShort@0040f072|FUN_004102fd@004102fd|RunTrainSim@00410715|pilot_hit@0041262d|onboard_explosion@0041270a|call_enemy@0041280b|your_internal_damage@00413099|explode@00414835|any_enemy@0042aa0d|send_message@0043e4a8|RandomInRange@00461942|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-fuzzy-followup from internal_damage @0041ee20; structural=0.5128, composite=0.9001, graph=5/0, candidates=2
0041f1a0	00412f03	revise_shields	WC1-fuzzy-low		0.533	0.723	0	115	141	your_internal_damage@0041f220	your_internal_damage@00413099	MaxShort@0041d0e0	MaxShort@0040f072	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 0041f1a0; structural=0.5328, composite=0.7228, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
0041f5d0	00412f90	check_computer_damage	WC1-fuzzy-low		0.517	0.707	0	17	25	your_internal_damage@0041f220	your_internal_damage@00413099	damage_your_component@00414bf0	damage_your_component@004398cb	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 0041f5d0; structural=0.5167, composite=0.7067, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
0041f220	00413099	your_internal_damage	WC1-fuzzy-low		0.502	0.685	0	907	1206	internal_damage@0041ee20	internal_damage@004128a7	ShowComponentHitHudMessage@00414b70|damage_your_component@00414bf0|place_damage_on_cockpit@004178a0|drain_fuel@00418280|damage_ion_drive@004182b0|MaxShort@0041d0e0|remove_weapon@0041e040|pilot_hit@0041ec60|revise_shields@0041f1a0|check_computer_damage@0041f5d0|explode@00420040|RandomBelowOrEqual@00434d50	SetHudMessageSlot@0040a51d|rnd_aim@0040a556|MaxShort@0040f072|___sbh_release_region@00410352|RunTrainSim@00410715|pilot_hit@0041262d|revise_shields@00412f03|check_computer_damage@00412f90|FUN_00412fa9@00412fa9|explode@00414835|ShowComponentHitHudMessage@0043984f|damage_your_component@004398cb|place_damage_on_cockpit@0043ec50|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 0041f220; structural=0.5024, composite=0.6853, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
0041f5f0	00413578	ReportComponentRepaired	WC1-auto-vt		0.98	332.289	0	101	116	repair_internal_damage@0041f660	repair_internal_damage@004135f1	ShowComponentHitHudMessage@00414b70|_sprintf@00449bb0	ShowComponentHitHudMessage@0043984f|_sprintf@0046e5f0	Combined Function and Data Reference Match	[WC1 transfer] WC1-auto-vt from ReportComponentRepaired @0041f5f0; similarity=0.98, confidence=332.289, correlator=Combined Function and Data Reference Match
0041f660	004135f1	repair_internal_damage	WC1-fuzzy-followup		0.636	0.816	0	159	236	update_cockpit@00417e70	update_cockpit@0043f6c9	damage_ion_drive@004182b0|ReportComponentRepaired@0041f5f0|RandomBelowOrEqual@00434d50	rnd_aim@0040a556|ReportComponentRepaired@00413578|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-fuzzy-followup from repair_internal_damage @0041f660; structural=0.6364, composite=0.8164, graph=2/0, candidates=1
0041f700	004136e2	Create_ship_hit_debris	WC1-fuzzy-very-low		0.5	0.603	0	189	224	inflict_damage@0041e9b0	inflict_damage@00411c72	AddFixedVectors@00418620|FillFixedVectorWithRandomComponents@004187e0|find_vacant_3d_object@00419ba0|set_objects_data@0041e120|RandomBelowOrEqual@00434d50	DoLocalFn8BB0@00401fdd|AddFixedVectors@0040aa6a|FillFixedVectorWithRandomComponents@0040ac88|find_vacant_3d_object@0040c266|set_objects_data@00410999|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from Create_ship_hit_debris @0041f700; structural=0.4997, composite=0.603, graph=1/0, candidates=1
0041f7c0	004137c2	check_next_wave	WC1-order-semantics-verified				0							Manual Match	[WC1 transfer] Preserved compilation-unit order, matching parameters, globals, control flow, and surrounding calls. WC1 0x41F7C0 -> WC2 0x4137C2 (check_next_wave).
0041f800	00413a3b	Create_explosion_debris	WC1-order-semantics-verified				0							Manual Match	[WC1 transfer] Preserved ordered descendants with matching object-table loops, callers, and data flow; WC2 widens the object table from 64 to 70 entries. WC1 0x41F800 -> WC2 0x413A3B (Create_explosion_debris).
0041f9e0	00413d61	affect_mission_score	WC1-fuzzy-medium		0.801	0.991	0	124	182	score_for_kill@0041fa90|ScanTbl0046c97aFnEFC0@0042efc0	score_for_kill@00413e4c|ScanTbl0046c97aFnEFC0@00421910			Manual Match	[WC1 transfer] Fuzzy structural match from WC1 0041f9e0; structural=0.8006, composite=0.9906, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=medium. Verify manually.
0041fa90	00413e4c	score_for_kill	WC1-fuzzy-followup		0.788	0.898	0	117	223	analyze_kill@0041fb40	analyze_kill@00413f58	affect_mission_score@0041f9e0	affect_mission_score@00413d61	Manual Match	[WC1 transfer] WC1-fuzzy-followup from score_for_kill @0041fa90; structural=0.7885, composite=0.8985, graph=1/0, candidates=1
0041fb40	00413f58	analyze_kill	WC1-callgraph-propagated		0.667	2.3	0	114	205	explode@00420040	FUN_004148f5@004148f5	send_message@00417420|score_for_kill@0041fa90|GetTbl0059d650FnE9E0@0042e9e0	score_for_kill@00413e4c|GetTbl0059d650FnE9E0@00452e46	Manual Match	[WC1 transfer] WC1-callgraph-propagated from analyze_kill @0041fb40; support=2 (out=2, in=0), margins=1/2, degree=4/3
0041fee0	00414025	explosion_shock_wave	WC1-callgraph-propagated		0.75	3.2	0	343	675	ScanTbl0059b560Fn2430@00412430|SoundTbl0059b560FnFCD0@0041fcd0|pop_flack@00420920	SoundTbl0059b560FnFCD0@0041444c|LoadMissionData@004156a7|ScanTbl0059b560Fn2430@0041bd81|DrawPodiumShot@00446710	FixedToShortSaturating@004184c0|ComputeVectorDelta@00418680|ScaleFixedVector@004186b0|NormalizeFixedVector@00418b10|apply_force_to_objects_center@00419cc0|MinShort@0041d0c0|MaxShort@0041d0e0|inflict_damage@0041e9b0|the_creator@0041feb0|find_ratio@00423ba0|Vector_magnitude@00434f20	FixedToShortSaturating@0040a81b|ComputeVectorDelta@0040aae6|dot_product@0040ab24|NormalizeFixedVector@0040af18|apply_force_to_objects_center@0040c46c|EmitTextString@0040f040|MaxShort@0040f072|inflict_damage@00411c72|FUN_0042b916@0042b916|Vector_magnitude@00461c71	Manual Match	[WC1 transfer] WC1-callgraph-propagated from explosion_shock_wave @0041fee0; support=3 (out=2, in=1), margins=1/1, degree=14/14
0041fbc0	004142c8	ShipExplosion	WC1-order-callgraph-verified				0							Manual Match	[WC1 transfer] Preserved compilation-unit order, matching caller/callee behavior, and direct binary-comp candidate comparison. WC1 0x41FBC0 -> WC2 0x4142C8 (ShipExplosion).
0041fcd0	0041444c	SoundTbl0059b560FnFCD0	WC1-fuzzy-followup		0.487	0.737	0	475	1001	ejection_sequence@004046a0|explode@00420040|death_sequence@00439660|ShowGameOverScreen@00439a80	FUN_004148f5@004148f5|death_sequence@004697a0	send_message@00417420|set_objects_data@0041e120|onboard_explosion@0041ece0|ShipExplosion@0041fbc0|explosion_shock_wave@0041fee0|find_ship_index@00422710|set_special@00422d90|personality_killed@0042ac50|PlaySfxWaveFileByNumber@0042ef30|DoLocalFn4CD0@00434cd0	DoLocalFn8BB0@00401fdd|set_objects_data@00410999|onboard_explosion@0041270a|explosion_shock_wave@00414025|FUN_004142c8@004142c8|find_ship_index@00429e24|set_special@0042a664|send_message@0043e4a8|PlaySfxWaveFileByNumber@0045373b|DoLocalFn4CD0@004618e0	Manual Match	[WC1 transfer] WC1-fuzzy-followup from SoundTbl0059b560FnFCD0 @0041fcd0; structural=0.4874, composite=0.7374, graph=3/0, candidates=2
00420190	00414be9	send_at_point	WC1-order-callgraph-verified				0							Manual Match	[WC1 transfer] Preserved compilation-unit order, matching caller/callee behavior, and direct binary-comp candidate comparison. WC1 0x420190 -> WC2 0x414BE9 (send_at_point).
004201d0	00414c39	find_child_object	WC1-order-semantics-verified				0							Manual Match	[WC1 transfer] Preserved ordered descendants with matching object-table loops, callers, and data flow; WC2 widens the object table from 64 to 70 entries. WC1 0x4201D0 -> WC2 0x414C39 (find_child_object).
00420210	00414ca9	find_child_ship	WC1-fuzzy-low		0.584	0.774	0	80	148	fire@004202d0	fire@00414dc0			Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00420210; structural=0.5836, composite=0.7736, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00420260	00414d3d	launch_object	WC1-fuzzy-low		0.534	0.724	0	105	131	fire@004202d0	fire@00414dc0	AddFixedVectors@00418620|ScaleFixedVector@004186b0|NormalizeFixedVector@00418b10|DoLocalFn8BB0@00418bb0	AddFixedVectors@0040aa6a|dot_product@0040ab24|NormalizeFixedVector@0040af18|vector_angle@0040affa	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00420260; structural=0.534, composite=0.724, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
004202d0	00414dc0	fire	WC1-fuzzy-followup		0.462	0.712	0	1249	1801	Msit_n_spin@004065a0|Mkill_missile@00407100|tanker_intelligence@0040b010|fire_when_ready@00423210	FUN_0041f9af@0041f9af|Msit_n_spin@00440a93|Briefing@004416d5|FUN_00441afc@00441afc|Msit_n_fire@00441d00|Mkill_missile@00441db3|tanker_intelligence@00444d5c	AddFixedVectors@00418620|ComputeVectorDelta@00418680|ScaleFixedVector@004186b0|vector_angle@00418a30|get_facing_range_from_object@00419310|real_velocity@0041e7f0|find_child_object@004201d0|find_child_ship@00420210|launch_object@00420260|fire_weapon@00420c20|drop_mine@004212a0|RandomBelowOrEqual@00434d50	ComputeVectorDelta@0040aae6|get_facing_range_from_point@0040b92f|find_child_object@00410020|FUN_00410102@00410102|FUN_00410161@00410161|real_velocity@004118f2|find_child_ship@00414ca9|launch_object@00414d3d|fire_weapon@00415e2c|DrawSpriteScaled@00440549|RandomInRange@00461942|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-fuzzy-followup from fire @004202d0; structural=0.4623, composite=0.7123, graph=3/0, candidates=1
004207e0	00415508	hemisphere	WC1-fuzzy-very-low		0.482	0.522	0	89	91	fire_turrets@00420aa0	fire_turrets@004159db	ComputeVectorDelta@00418680|vector_angle@00418a30	ComputeVectorDelta@0040aae6|FUN_0040ae18@0040ae18	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from hemisphere @004207e0; structural=0.4818, composite=0.5218, graph=0/0, candidates=1
00420840	00415563	fire_flack	WC1-callgraph-propagated		0.667	3.3	0	115	194	pop_flack@00420920	LoadMissionData@004156a7	MinShort@0041d0c0|MaxShort@0041d0e0|set_objects_data@0041e120|send_at_point@00420190|RandomBelowOrEqual@00434d50	DoLocalFn8BB0@00401fdd|EmitTextString@0040f040|MaxShort@0040f072|set_objects_data@00410999|load_common_3Space_objects@00414be9|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-callgraph-propagated from fire_flack @00420840; support=3 (out=3, in=0), margins=2/1, degree=6/7
004208c0	00415625	RandomSign	manual-verified				0							Manual Match	[WC1 transfer] Preserved flak-helper order and identical random sign behavior WC1 0x4208C0 -> WC2 0x415625 (RandomSign).
004208e0	0041565e	RandomFixedAimComponent	manual-verified				0							Manual Match	[WC1 transfer] Preserved flak-helper order and identical bounded random component calculation WC1 0x4208E0 -> WC2 0x41565E (RandomFixedAimComponent).
00420920	004156a7	SpawnFlakBurst	manual-verified				0							Manual Match	[WC1 transfer] Preserved flak-helper order and matching flak burst creation/call graph despite WC2 feature additions WC1 0x420920 -> WC2 0x4156A7 (SpawnFlakBurst).
00420aa0	004159db	fire_turrets	WC1-callgraph-propagated		0.5	4.5	0	382	1105	destroyer_intelligence@0040b0c0|stationary_intelligence@0040b110|capital_ship_intelligence@0040b140	cruise_to_destination@00443a08|destroyer_intelligence@00444e51|FUN_00444ea7@00444ea7|object_collision@00445087|DecompressPacketSection@00445aac	GetTbl0059bce0Fn9A70@00419a70|hemisphere@004207e0|pop_flack@00420920|fire_weapon@00420c20|build_target_list@00423440|RandomBelowOrEqual@00434d50	distance_from_object@0040b85c|FUN_0040c08c@0040c08c|FUN_00410161@00410161|FUN_00410289@00410289|hemisphere@00415508|LoadMissionData@004156a7|missile_on_tail@0041596f|fire_weapon@00415e2c|FUN_0042ae32@0042ae32|RandomInRange@00461942|RandomBelowOrEqual@004619a1	Manual Match	[WC1 transfer] WC1-callgraph-propagated from fire_turrets @00420aa0; support=4 (out=3, in=1), margins=3/2, degree=9/16
00420c20	00415e2c	fire_weapon	WC1-callgraph-propagated		0.455	5.6	0	1197	2068	Mdrop_a_mine@004063b0|fire@004202d0|fire_turrets@00420aa0|ReportNeedTargetLock@00421150|fire_fixed_projectile_weapon@00421220	fire@00414dc0|fire_turrets@004159db|ReportNeedTargetLock@0041670e|MeasureScaledIntroTextWidth@0041687f|perform_maneuver@004424e4	RemovePlayerReleaseWeapon@00414cb0|get_ship_max_velocity@004181c0|SetTbl0059bce0Fn8330@00418330|AddFixedVectors@00418620|ComputeVectorDelta@00418680|ScaleFixedVector@004186b0|DoLocalFn8BB0@00418bb0|copy_frame@00418fd0|ShipAiRoutine06@00419b40|new_object@0041df70|initialize_ship@0041dfa0|remove_weapon@0041e040|steady_object@0041e7c0|drop_mine@004212a0|PlaySfxWaveFileByNumber@0042ef30|Vector_magnitude@00434f20	DoLocalFn8BB0@00401fdd|get_facing_range_from_object@0040a3a0|SetTbl0059bce0Fn8330@0040a691|AddFixedVectors@0040aa6a|SubtractFixedVectors@0040aaa8|ComputeVectorDelta@0040aae6|dot_product@0040ab24|vector_angle@0040affa|GetTbl0059bce0Fn9A70@0040b550|distance_from_object@0040b85c|LoadBriefingData@0040c1da|get_ship_slot@0040c211|new_object@004105bf|initialize_ship@0041062d|RunTrainSim@00410715|ScaleFixedVector@004118a9|explode@00414835|RemovePlayerReleaseWeapon@004399c6|PlaySfxWaveFileByNumber@0045373b|RandomInRange@00461942|Vector_magnitude@00461c71	Manual Match	[WC1 transfer] WC1-callgraph-propagated from fire_weapon @00420c20; support=5 (out=3, in=2), margins=3/3, degree=21/26
00421150	0041670e	fire_missile	WC1-manual-verified		0.461	0.631	0	203	369	Mtarget_missile@00406e10|Mram_missile@00406ec0|HandleDebugCheatKeys@00429160	Mram_missile@0044199b|HandleDebugCheatKeys@0046733d	get_mode@004147e0|ShowComponentHitHudMessage@00414b70|fire_weapon@00420c20	FUN_00410161@00410161|fire_weapon@00415e2c|get_mode@00439264|ShowComponentHitHudMessage@0043984f	Manual Match	[WC1 transfer] Manually verified as fire_missile from function order, weapon-type filtering, and its call to fire_weapon at WC2 0041670e.
00421220	0041687f	fire_fixed_projectile_weapon	WC1-manual-verified				0	113	187	DispatchTbl0059c310Fn3A80@00403a80|fire_players_lasers@00428480	fire_players_lasers@00466908	fire_weapon@00420c20	fire_weapon@00415e2c	Manual Match	[WC1 transfer] Manually verified by preserved order after fire_missile and by the projectile-slot loop calling fire_weapon at WC2 0041687f.
00421350	0041693a	fire_afterburner	WC1-manual-verified				0	96	146	ShipAiState12@00406860|ShipAiState19@004068d0|Mturn_n_kick@00406910|Mfish_hook@00406a50|Mbuzz_debris@00406f20|Mget_distance@004071e0|Mveer_away@00407450|cruise_home@00409760|run_away@004099c0|imperial_formation@00409d60|prepare_for_jump@0040a540|streak_toward@0040a940|your_afterburner@00421920|prevent_collision@00433c80|goto_formation@00434360	your_afterburner@00417471|prevent_collision@0041e6c8|goto_formation@0041f0c5|FUN_0041f9af@0041f9af|chase_speed@00440571|ShipAiState13@004406ba|ShipAiState12@00440e46|UpdateRoomMenuCursor@00440f01|set_up_action_sphere@00440f76|Mfish_hook@004411e1|FUN_00441379@00441379|Mturn_n_kick@0044145a|Mfull_ahead@0044151b|capital_ship_intelligence@00441742|Mzip_past@004418b2|Mbuzz_debris@00441a13|FUN_00441afc@00441afc|Mtarget_missile@00441c01|Msuicide_run@00441e9c|Mget_distance@00441ec8|general_zig@00441f86|Mveer_away@00442252|kilrathi_patrol@00442455|cruise_home@00442770|run_away@00442b78|imperial_formation@00443095|prepare_for_jump@00443c45|streak_toward@004441e5	get_ship_max_velocity@004181c0|set_special@00422d90|Vector_magnitude@00434f20	get_facing_range_from_object@0040a3a0|set_special@0042a664|Vector_magnitude@00461c71	Manual Match	[WC1 transfer] Manually verified by preserved order before fire_super_brake and by the max-velocity, vector-magnitude, set_special, and timer sequence at WC2 0041693a.
004213b0	004169cc	fire_super_brake	WC1-fuzzy-low		0.521	0.711	0	32	39	Mhard_break@004064f0|Mfish_hook@00406a50	Mhard_break@00440967|Mfish_hook@004411e1	set_special@00422d90	set_special@0042a664	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004213b0; structural=0.5206, composite=0.7106, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
004213d0	004169f3	flip_angle	WC1-fuzzy-medium		0.822	1.012	0	82	148	place_exhaust_on_ships@00421430	place_exhaust_on_ships@00416a87			Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004213d0; structural=0.8224, composite=1.0124, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=medium. Verify manually.
00421430	00416a87	place_exhaust_on_ships	WC1-callgraph-propagated		0.667	2.2	0	424	828	Draw_3Space_Frame@00429dd0	FUN_00468e7a@00468e7a	find_vacant_3d_object@00419ba0|set_objects_data@0041e120|flip_angle@004213d0|RandomInRange@00434d20	find_vacant_3d_object@0040c266|set_objects_data@00410999|flip_angle@004169f3|RandomInRange@00461942	Manual Match	[WC1 transfer] WC1-callgraph-propagated from place_exhaust_on_ships @00421430; support=2 (out=2, in=0), margins=1/1, degree=5/5
004215e0	00416dc3	reposition_fixed_child_objects	WC1-order-exact				0							Manual Match	[WC1 transfer] Preserved positional order inside an equal-count gap bounded by trusted WC1/WC2 anchors. WC1 0x4215E0 -> WC2 0x416DC3 (reposition_fixed_child_objects).
00421760	004170f9	housekeep_power_plant_and_fuel	WC1-fuzzy-low		0.522	0.712	0	32	43	ScanTbl0059d100Fn2820@00412820	ScanTbl0059d100Fn2820@0041c7ed	drain_fuel@00418280	SetHudMessageSlot@0040a51d	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00421760; structural=0.5222, composite=0.7122, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00421780	00417124	replenish_shields	WC1-manual-verified				0							Manual Match	[WC1 transfer] Verified by preserved local function order and direct binary-comp candidate comparison. WC1 0x421780 -> WC2 0x417124 (replenish_shields).
00421830	0041724a	replenish_weapon_energy_bank	WC1-callgraph-propagated		0.8	2.1	0	146	453	ScanTbl0059d100Fn2820@00412820	ScanTbl0059d100Fn2820@0041c7ed	MinShort@0041d0c0|RandomInRange@00434d20	EmitTextString@0040f040|FUN_00410192@00410192|RandomInRange@00461942	Manual Match	[WC1 transfer] WC1-callgraph-propagated from replenish_weapon_energy_bank @00421830; support=2 (out=1, in=1), margins=0/1, degree=3/4
004218d0	0041740f	accelerate	WC1-fuzzy-low		0.572	0.762	0	78	98	player_input@004285d0|HandleDebugCheatKeys@00429160	player_input@00466b02|HandleDebugCheatKeys@0046733d	malf@00414af0|celerate@0041e710|PlaySfxWaveFileByNumber@0042ef30	celerate@004117ac|malf@00439789|PlaySfxWaveFileByNumber@0045373b	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 004218d0; structural=0.5719, composite=0.7619, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
